SalePrice,GrLivArea,LotArea,OverallQual,KitchenQual,CentralAir,HeatingQC,PavedDrive,Neighborhood,YearBuilt
275000,1644,12800,7,Gd,Y,Gd,Y,SawyerW,1989
109008,907,8593,4,TA,Y,Ex,Y,NAmes,1957
195400,1208,6762,7,Gd,Y,Ex,Y,CollgCr,2007
175000,1412,11457,6,Gd,Y,TA,Y,Timber,1988
85400,987,1680,6,TA,Y,TA,Y,BrDale,1971
79900,1198,5586,6,TA,Y,Gd,N,OldTown,1920
122500,1365,1920,5,TA,Y,Ex,Y,BrDale,1971
181000,1604,10839,6,TA,Y,Ex,Y,Gilbert,1997
81000,630,1890,4,TA,Y,Gd,Y,MeadowV,1972
212000,1661,10667,7,Gd,Y,Ex,Y,CollgCr,1996
116000,1118,4400,6,TA,Y,TA,Y,OldTown,1920
119000,904,6000,6,TA,Y,Gd,Y,BrkSide,1926
90350,694,4280,5,Gd,N,TA,P,Crawfor,1913
110000,1196,12354,6,Gd,Y,Gd,Y,Edwards,1920
555000,2402,15431,10,Ex,Y,Ex,Y,NridgHt,2008
118000,1440,12108,4,Fa,N,TA,Y,Edwards,1955
162900,1573,6240,5,TA,Y,TA,P,BrkSide,1930
172500,1258,3922,7,Gd,Y,Ex,Y,Blmngtn,2006
210000,1908,8750,7,Gd,Y,Ex,Y,CollgCr,1994
127500,1689,9855,6,TA,Y,Fa,Y,Edwards,1956
190000,1888,16492,6,Gd,Y,Ex,Y,NAmes,1966
199900,1886,11214,7,Gd,Y,Gd,Y,Gilbert,1998
119500,1376,8600,6,TA,Y,TA,N,IDOTRR,1937
120000,1183,6000,3,TA,Y,Ex,Y,OldTown,1948
110000,813,5684,6,Gd,Y,Ex,N,OldTown,1930
280000,1533,70761,7,Gd,Y,TA,Y,ClearCr,1975
204000,1756,9303,6,TA,Y,Ex,Y,Timber,1996
210000,1590,9000,8,Gd,Y,Ex,Y,Somerst,2008
188000,1728,9297,5,TA,Y,TA,Y,Mitchel,1976
175500,1242,9600,7,TA,Y,Fa,Y,NWAmes,1973
98000,1344,4571,5,TA,N,Fa,Y,OldTown,1916
256000,1663,53227,4,Gd,Y,Ex,Y,ClearCr,1954
161000,1666,5100,8,Gd,Y,Fa,Y,OldTown,1925
110000,1203,7015,5,Gd,Y,TA,Y,BrkSide,1950
263435,1935,8004,8,TA,Y,Ex,Y,Somerst,2009
155000,1135,7200,7,Gd,Y,Ex,Y,SWISU,1936
62383,864,8281,5,TA,Y,Gd,Y,Sawyer,1965
188700,1660,11988,6,TA,Y,Fa,Y,Crawfor,1934
124000,1040,8430,5,TA,Y,TA,Y,CollgCr,1978
178740,1414,3072,7,Gd,Y,Ex,Y,Blmngtn,2004
167000,1277,10628,7,TA,Y,TA,Y,NAmes,1970
146500,1644,9480,5,Gd,Y,Ex,Y,NAmes,1942
250000,1634,11428,8,Gd,Y,Ex,Y,NridgHt,2006
187000,1710,9291,6,Gd,Y,Ex,Y,SawyerW,1993
212000,1502,6820,8,Gd,Y,TA,Y,StoneBr,1985
190000,1969,11952,7,TA,Y,TA,Y,NWAmes,1977
148000,1072,3675,6,TA,Y,Ex,Y,Edwards,2005
440000,1976,14977,8,Gd,Y,Ex,Y,NridgHt,2006
251000,1652,5330,8,Ex,Y,Ex,Y,StoneBr,2000
132500,970,8480,5,TA,Y,TA,Y,Sawyer,1963
208900,1493,13125,6,Gd,Y,Ex,Y,CollgCr,1997
380000,2643,13693,9,Ex,Y,Ex,Y,NridgHt,2006
297000,1718,10637,8,Gd,Y,Ex,Y,CollgCr,2007
89471,1131,5925,4,TA,Y,TA,Y,OldTown,1937
326000,1850,16033,9,Gd,Y,Ex,Y,NridgHt,2004
374000,1792,11846,9,Ex,Y,Ex,Y,NridgHt,2003
155000,1826,2500,7,Ex,Y,Ex,Y,OldTown,1915
164000,1216,4500,6,TA,Y,Ex,Y,Mitchel,1998
132500,999,7758,5,Gd,Y,Gd,Y,Sawyer,1962
147000,1113,9600,5,Gd,Y,Gd,Y,NAmes,1950
156000,1073,10289,5,TA,Y,TA,Y,NAmes,1965
175000,1484,12243,5,TA,Y,Gd,Y,NWAmes,1971
160000,2414,10800,5,TA,N,TA,N,OldTown,1900
86000,630,1526,4,Gd,Y,TA,Y,MeadowV,1970
115000,1304,2665,5,TA,Y,TA,Y,MeadowV,1976
133000,1578,9490,6,Fa,Y,TA,Y,NAmes,1941
172785,1456,15578,6,TA,Y,Gd,Y,Gilbert,2006
155000,1269,7931,5,TA,Y,TA,Y,NAmes,1960
91300,886,5784,5,TA,Y,Gd,Y,OldTown,1938
34900,720,7879,4,TA,N,TA,N,IDOTRR,1920
430000,3228,12692,8,Gd,Y,Ex,Y,NoRidge,1992
184000,1820,9120,7,TA,Y,Ex,N,BrkSide,1925
130000,899,7800,5,Gd,Y,Ex,Y,Sawyer,1967
120000,912,7535,5,TA,Y,Fa,Y,NAmes,1958
113000,1218,1890,6,TA,Y,TA,Y,BrDale,1973
226700,1768,9803,7,Gd,Y,Gd,Y,Somerst,2005
140000,1214,9170,5,TA,Y,Ex,Y,Edwards,1965
289000,1801,15602,7,TA,Y,TA,Y,Crawfor,1959
147000,1322,2308,6,TA,Y,TA,Y,NPkVill,1974
124500,1960,7596,5,TA,Y,Gd,N,OldTown,1952
215000,1911,9554,8,Gd,Y,Ex,Y,SawyerW,1993
208300,1218,7862,6,Gd,Y,Ex,Y,Somerst,2009
161000,1378,9600,7,Gd,Y,Ex,N,OldTown,1928
124500,1041,9600,5,TA,Y,Ex,Y,NAmes,1959
164900,1363,14559,5,TA,Y,Ex,Y,NAmes,1951
202665,1368,6792,7,Gd,Y,Ex,Y,NridgHt,2005
129900,864,9100,5,TA,Y,TA,Y,NAmes,1958
134000,1080,9187,6,TA,Y,TA,Y,Mitchel,1983
96500,789,10594,5,TA,N,Fa,Y,Crawfor,1926
402861,2020,12220,10,Ex,Y,Ex,Y,NridgHt,2009
158000,2119,10448,6,TA,Y,TA,Y,NWAmes,1972
265000,2344,10208,7,Gd,Y,Ex,Y,NoRidge,1996
211000,1796,9531,6,TA,Y,Ex,Y,CollgCr,1998
234000,2080,10918,7,Gd,Y,Ex,Y,Crawfor,1926
106250,1294,10800,4,TA,N,TA,N,OldTown,1900
150000,1244,11988,6,TA,Y,Ex,Y,NAmes,1957
159000,1664,5000,6,TA,Y,Ex,Y,BrkSide,1947
184750,4676,40094,10,Ex,Y,Ex,Y,Edwards,2007
315750,2398,11787,7,Gd,Y,Ex,Y,NoRidge,1996
176000,1266,7500,7,Gd,Y,Ex,Y,Somerst,2005
132000,928,13300,5,TA,Y,TA,Y,NAmes,1956
446261,2713,14948,9,Ex,Y,Ex,Y,NridgHt,2008
86000,605,9098,4,TA,Y,Ex,N,Edwards,1920
200624,2515,32668,6,TA,Y,TA,Y,Crawfor,1957
175000,1509,10200,6,Gd,Y,Ex,Y,Timber,1988
128000,1362,6155,6,TA,Y,Ex,Y,BrkSide,1920
107500,827,7200,5,TA,Y,Ex,Y,NAmes,1955
39300,334,5000,1,Fa,N,Fa,N,BrkSide,1946
178000,1414,9056,8,Gd,Y,Ex,Y,Gilbert,2004
107500,1347,7000,5,TA,Y,TA,N,Edwards,1910
188000,1724,8924,7,Gd,Y,Ex,Y,CollgCr,1998
111250,864,12735,4,TA,Y,TA,Y,NAmes,1972
158000,1159,11553,5,TA,Y,TA,Y,Sawyer,1968
272000,1601,11423,8,Gd,Y,Ex,Y,CollgCr,2001
315000,1838,14601,9,Ex,Y,Ex,Y,Timber,2006
248000,2285,11000,8,Gd,Y,Ex,Y,NoRidge,2000
213250,1680,10140,7,Gd,Y,Ex,Y,NWAmes,1998
133000,767,4058,7,TA,Y,Ex,Y,NAmes,1998
179665,1496,17104,7,Gd,Y,Ex,Y,Gilbert,2006
229000,2183,13837,7,Gd,Y,Gd,Y,NWAmes,1988
210000,1635,8737,6,TA,Y,Ex,Y,BrkSide,1923
129500,768,7244,5,TA,Y,Ex,Y,Mitchel,1970
125000,825,8235,5,TA,Y,TA,Y,OldTown,1955
263000,2094,9375,7,Gd,Y,Ex,Y,Somerst,2003
140000,1069,4043,6,TA,Y,TA,Y,NPkVill,1977
112500,928,6000,5,TA,Y,Gd,Y,OldTown,1957
255500,1717,11146,8,Gd,Y,Ex,Y,NridgHt,2006
108000,1126,8777,4,Gd,Y,Ex,N,Edwards,1949
284000,2046,10625,7,Gd,Y,Ex,Y,NridgHt,2003
113000,1048,6380,5,TA,Y,TA,Y,BrkSide,1922
141000,1092,14850,5,TA,Y,TA,Y,NAmes,1957
108000,1336,11040,4,TA,Y,Gd,Y,IDOTRR,1920
175000,1446,21872,7,TA,Y,Ex,Y,Gilbert,1996
234000,1557,3196,7,Gd,Y,Ex,Y,Blmngtn,2003
121500,1392,11341,5,TA,Y,TA,Y,Sawyer,1957
170000,1389,10010,5,TA,Y,Gd,Y,Mitchel,1974
108000,996,13907,5,TA,Y,Ex,Y,Edwards,1940
185000,1674,21780,6,TA,Y,Ex,N,Edwards,1918
268000,2295,13346,7,Gd,Y,Ex,Y,NoRidge,1992
128000,1647,6858,6,Fa,N,TA,Y,SWISU,1915
325000,2504,11198,9,Ex,Y,Ex,Y,StoneBr,2005
214000,1535,10171,7,Gd,Y,Ex,Y,NridgHt,2004
316600,2132,12327,8,Gd,Y,Ex,Y,SawyerW,1983
135960,943,7032,5,TA,Y,TA,Y,NAmes,1979
142600,1728,13101,5,TA,Y,TA,Y,NAmes,1965
120000,864,7332,6,Gd,Y,Ex,Y,NAmes,1959
224500,1692,13159,7,Gd,Y,Gd,Y,Timber,2009
170000,1430,9967,7,TA,Y,Ex,Y,Gilbert,2000
139000,1109,10500,5,TA,Y,TA,Y,NAmes,1971
118500,1216,8480,5,TA,Y,TA,Y,NAmes,1947
145000,1477,6292,7,TA,Y,Gd,Y,SWISU,1928
164500,1320,11777,5,TA,Y,Ex,Y,Sawyer,1966
146000,1392,3604,7,Gd,Y,Ex,Y,Somerst,2007
131500,1795,12150,5,TA,N,Ex,Y,OldTown,1954
181900,1429,14585,6,Gd,Y,Ex,Y,NAmes,1960
253293,2042,12704,8,Ex,Y,Ex,Y,NridgHt,2008
118500,816,11841,6,TA,Y,TA,Y,Edwards,1990
325000,2775,13500,10,Gd,Y,Gd,Y,OldTown,1893
133000,1573,6120,4,Gd,Y,Ex,Y,BrkSide,1935
369900,2028,11443,8,Gd,Y,Ex,Y,Timber,2005
130000,838,10267,6,Fa,Y,Ex,N,BrkSide,1918
137000,860,8740,5,TA,Y,TA,Y,Sawyer,1982
143000,1473,25095,5,Ex,Y,Ex,Y,ClearCr,1968
79500,935,9100,5,TA,Y,TA,P,BrkSide,1930
185900,1582,8320,7,Gd,Y,Ex,Y,CollgCr,2004
451950,2296,13478,10,Ex,Y,Ex,Y,NridgHt,2008
138000,816,6600,5,TA,Y,Ex,Y,Mitchel,1982
140000,848,4435,6,Gd,Y,Ex,Y,CollgCr,2003
110000,924,7990,5,TA,Y,TA,Y,CollgCr,1975
319000,1826,11302,8,Gd,Y,Ex,Y,StoneBr,2005
114504,1368,3600,6,TA,N,Ex,N,OldTown,1910
194201,1402,3922,7,Gd,Y,Ex,Y,Blmngtn,2006
217500,1647,12984,5,Gd,Y,Ex,Y,Crawfor,1977
151000,1556,1950,6,TA,Y,TA,Y,Blueste,1980
275000,1904,10927,8,Ex,Y,Ex,Y,NridgHt,2005
141000,1375,9000,6,Gd,Y,TA,P,IDOTRR,1937
220000,1915,10041,8,Gd,Y,Ex,Y,SawyerW,1992
151000,1200,3182,7,Gd,Y,Ex,Y,Somerst,2004
221000,1494,12803,7,Gd,Y,Ex,Y,CollgCr,2002
205000,1986,13600,7,TA,Y,TA,Y,NAmes,1965
152000,1040,12464,5,Gd,Y,Gd,Y,CollgCr,1996
225000,2008,7800,5,Ex,Y,Ex,Y,Edwards,1948
359100,3194,12168,8,TA,Y,TA,Y,Crawfor,1934
118500,1029,7943,4,TA,Y,Gd,Y,Sawyer,1961
313000,2153,11050,9,Ex,Y,Ex,Y,CollgCr,2000
148000,1032,10395,6,TA,Y,TA,Y,NWAmes,1978
261500,1872,11885,8,Ex,Y,Ex,Y,CollgCr,2001
147000,1120,8402,5,TA,Y,Ex,Y,Mitchel,2007
75500,630,1491,4,TA,Y,Ex,Y,MeadowV,1972
137500,1054,8800,6,Gd,Y,Ex,Y,NAmes,1963
183200,1509,7861,6,Gd,Y,Ex,Y,Gilbert,2002
105500,832,7227,6,Gd,Y,Gd,Y,NAmes,1954
314813,1828,11694,9,Gd,Y,Ex,Y,NridgHt,2007
305000,2262,12244,8,Gd,Y,Ex,Y,Timber,2003
67000,864,8248,3,TA,N,TA,N,Edwards,1914
240000,2614,10800,6,TA,Y,TA,Y,NWAmes,1974
135000,980,7064,5,TA,Y,TA,Y,Sawyer,1977
168500,1512,2117,6,Gd,Y,Ex,Y,Somerst,2000
165150,1790,10400,6,TA,Y,Gd,Y,NWAmes,1972
160000,1116,10000,6,TA,Y,TA,Y,NAmes,1962
139900,1422,12342,5,TA,Y,TA,Y,NAmes,1960
153000,1520,9600,6,TA,Y,Ex,Y,NAmes,1955
135000,2080,11606,5,Fa,Y,TA,Y,NAmes,1969
168500,1350,9020,6,TA,Y,TA,Y,NAmes,1964
124000,1750,9000,5,Ex,Y,TA,N,OldTown,1880
209500,1554,4590,8,Gd,Y,Ex,Y,NridgHt,2006
82500,1411,11900,7,TA,Y,TA,Y,NWAmes,1977
139400,1056,9250,5,TA,Y,TA,Y,NAmes,1954
144000,1056,6979,6,TA,Y,Gd,Y,OldTown,1980
200000,3395,10896,6,Fa,Y,Ex,N,SWISU,1914
60000,800,6120,2,Fa,N,Fa,N,BrkSide,1936
93000,1387,6000,5,Gd,Y,TA,Y,OldTown,1954
85000,796,8777,5,TA,Y,Gd,P,Edwards,1910
264561,1567,3982,8,Ex,Y,Ex,Y,Blmngtn,2006
274000,1518,12677,8,Ex,Y,Ex,Y,NridgHt,2003
226000,1929,7050,7,Gd,Y,Ex,Y,Somerst,2001
345000,2704,13860,8,Ex,Y,Gd,Y,NAmes,1972
152000,1620,10793,5,TA,Y,Ex,Y,NWAmes,1969
370878,1766,9187,9,Ex,Y,Ex,Y,Somerst,2009
143250,981,10530,6,TA,Y,TA,Y,NAmes,1971
98300,1048,7200,5,TA,Y,Gd,Y,NAmes,1950
155000,1094,10452,6,TA,Y,Ex,Y,Edwards,1953
155000,1839,7700,6,TA,Y,TA,Y,NAmes,1966
84500,630,1936,4,TA,Y,Gd,Y,MeadowV,1970
205950,1665,8125,7,Gd,Y,Ex,Y,Somerst,2007
108000,1510,9084,4,TA,Y,TA,P,Edwards,1940
191000,1716,8750,7,Gd,Y,Ex,Y,CollgCr,1996
135000,1469,10320,6,TA,Y,Ex,Y,IDOTRR,1906
350000,2113,10437,8,Gd,Y,Ex,Y,NoRidge,1995
88000,1092,1680,6,TA,Y,TA,Y,BrDale,1971
145500,1053,10007,5,Gd,Y,Ex,Y,NAmes,1959
149000,1502,7200,7,TA,Y,TA,P,Crawfor,1931
97500,1458,17503,6,TA,Y,TA,Y,NAmes,1948
167000,1486,9937,5,TA,Y,Ex,Y,Edwards,1964
197900,1935,12384,7,TA,Y,TA,Y,NWAmes,1976
402000,2448,46589,8,Gd,Y,Ex,Y,NoRidge,1994
110000,1392,13560,6,TA,Y,Gd,Y,NAmes,1968
137500,1181,10012,4,TA,Y,TA,Y,Edwards,1972
423000,2097,20896,8,Ex,Y,Ex,Y,Somerst,2005
230500,1936,11194,8,Gd,Y,Ex,Y,Gilbert,2000
129000,2380,18450,6,TA,Y,TA,Y,NAmes,1965
193500,1679,8125,6,Gd,Y,Ex,Y,SawyerW,1994
168000,1437,14175,5,TA,Y,Gd,Y,Sawyer,1956
137500,1180,11600,4,Fa,Y,Ex,Y,Crawfor,1922
173500,1476,8633,6,Gd,Y,Ex,Y,CollgCr,2005
103600,1369,6629,6,TA,N,TA,Y,Edwards,1925
165000,1208,11250,6,TA,Y,TA,Y,Veenker,1977
257500,1839,14442,6,Gd,Y,Ex,Y,Crawfor,1957
140000,1136,9200,6,TA,Y,TA,Y,NAmes,1965
148500,1441,2289,6,TA,Y,TA,Y,NPkVill,1978
87000,1774,9600,4,TA,N,Fa,N,OldTown,1900
109500,792,9022,5,Gd,Y,Ex,N,OldTown,1924
372500,2046,11844,8,Gd,Y,Ex,Y,StoneBr,2008
128500,988,9945,5,TA,Y,TA,Y,Sawyer,1961
143000,923,8012,6,TA,Y,TA,Y,SawyerW,1980
159434,1520,4500,5,TA,Y,Ex,Y,SWISU,1932
173000,1291,2887,6,Gd,Y,Ex,Y,ClearCr,1996
285000,1668,11248,9,Gd,Y,Ex,Y,CollgCr,2002
221000,1839,16770,7,TA,Y,Gd,Y,NoRidge,1998
207500,2090,5062,7,Gd,Y,Gd,Y,StoneBr,1984
227875,1761,10207,7,Gd,Y,Ex,Y,Somerst,2007
148800,1102,5105,7,Gd,Y,Ex,Y,Somerst,2004
392000,1419,8089,8,Gd,Y,Ex,Y,StoneBr,2007
194700,1362,7577,6,Gd,Y,Ex,Y,NridgHt,2005
141000,848,4426,6,Gd,Y,Ex,Y,CollgCr,2004
755000,4316,21535,10,Ex,Y,Ex,Y,NoRidge,1994
335000,2519,26178,7,Gd,Y,Ex,Y,Timber,1989
108480,1073,5400,5,TA,Y,Ex,Y,OldTown,1921
141500,1539,6120,5,TA,Y,TA,Y,BrkSide,1936
176000,1137,13811,6,Gd,Y,Gd,Y,Timber,1987
89000,616,6000,5,TA,Y,Gd,Y,BrkSide,1921
123500,1148,6420,5,TA,Y,Fa,Y,Edwards,1952
138500,894,8450,5,TA,Y,Ex,Y,Sawyer,1965
196000,1391,4282,7,Gd,Y,Ex,Y,Somerst,2004
312500,1800,14331,8,Gd,Y,Ex,Y,Timber,2002
140000,1164,9600,7,TA,Y,TA,Y,NWAmes,1969
361919,2576,12438,8,Ex,Y,Ex,Y,StoneBr,2006
140000,1812,7630,5,Gd,Y,Gd,N,OldTown,1900
213000,1484,8400,7,Gd,Y,Ex,Y,CollgCr,2004
55000,1092,5600,4,Fa,N,Fa,N,IDOTRR,1930
302000,1824,115149,7,Gd,Y,TA,Y,ClearCr,1971
254000,1324,6240,8,Gd,Y,Ex,Y,NridgHt,2006
179540,1456,9018,7,Gd,Y,Ex,Y,Gilbert,2007
109900,904,7162,5,TA,Y,TA,Y,Sawyer,1966
52000,729,4130,3,TA,Y,Gd,N,BrkSide,1935
102776,1178,8712,4,TA,Y,Gd,N,IDOTRR,1900
189000,1228,4671,8,Gd,Y,Gd,Y,StoneBr,1988
129000,960,9873,4,TA,N,TA,Y,BrkSide,1970
130500,1479,13517,6,Gd,Y,Ex,Y,Sawyer,1976
165000,1350,10140,6,TA,Y,TA,Y,NWAmes,1974
159500,2554,10800,7,TA,Y,Ex,P,OldTown,1890
157000,1178,10000,5,Gd,Y,Gd,Y,NWAmes,1973
341000,2418,10542,7,Gd,Y,Ex,Y,NoRidge,1993
128500,971,9920,5,TA,Y,TA,Y,CollgCr,1969
275000,1742,6563,8,Gd,Y,TA,Y,StoneBr,1985
143000,848,4426,6,Gd,Y,Ex,Y,CollgCr,2004
124500,864,8120,4,TA,Y,Ex,Y,NAmes,1970
135000,1470,8172,4,TA,Y,Ex,Y,Edwards,1954
320000,1698,13286,9,Ex,Y,Ex,Y,Edwards,2007
120500,864,6960,4,Gd,Y,TA,Y,NAmes,1970
222000,1680,21695,6,Gd,Y,Ex,Y,Crawfor,1988
194500,1232,7314,7,Gd,Y,Ex,Y,CollgCr,2007
110000,1776,11475,5,TA,Y,TA,Y,NAmes,1958
103000,1208,6240,4,TA,Y,TA,Y,IDOTRR,1925
236500,1616,5389,8,Gd,Y,Ex,Y,StoneBr,1995
187500,1146,9590,7,Gd,Y,Ex,Y,Timber,2003
222500,2031,11404,7,Gd,Y,Ex,Y,CollgCr,1998
131400,1144,10000,5,TA,Y,Ex,Y,Sawyer,1961
108000,948,8978,5,TA,Y,TA,Y,Sawyer,1968
163000,1768,10800,7,TA,N,Fa,N,OldTown,1914
93500,1040,8544,3,TA,N,Gd,Y,NAmes,1950
239900,1801,10463,8,Gd,Y,Ex,Y,Gilbert,2005
179000,1200,10800,5,TA,Y,TA,Y,Edwards,1987
190000,1728,9313,7,Gd,Y,Ex,Y,CollgCr,2004
132000,1432,9600,5,TA,Y,Ex,Y,OldTown,1910
142000,912,6768,6,Gd,Y,Gd,Y,Sawyer,1961
179000,1349,8450,7,TA,Y,Ex,Y,SawyerW,2000
175000,1464,12886,5,TA,Y,Ex,Y,Sawyer,1963
180000,1337,5395,8,Gd,Y,Gd,Y,StoneBr,1993
299800,2715,8963,8,Gd,Y,Ex,Y,NWAmes,1976
236000,2256,8795,7,Gd,Y,Ex,Y,Gilbert,2000
265979,2640,11700,7,Gd,N,TA,N,OldTown,1880
260400,1720,10593,7,Gd,Y,Ex,Y,NoRidge,1996
98000,1529,8405,4,TA,N,TA,N,Edwards,1945
96500,1140,8800,4,TA,Y,Gd,N,OldTown,1910
162000,1320,7750,7,Gd,Y,Ex,Y,Gilbert,2003
217000,1494,9236,6,Gd,Y,Ex,Y,CollgCr,1997
275500,2098,10240,8,Ex,Y,Gd,Y,NridgHt,2005
156000,1026,7930,6,Gd,Y,Gd,Y,NAmes,1969
172500,1471,3230,6,TA,Y,Gd,Y,Somerst,1999
212000,1768,10769,8,Gd,Y,Ex,Y,CollgCr,2007
158900,1386,11616,6,TA,Y,TA,Y,Sawyer,1978
179400,1501,2280,7,TA,Y,Gd,Y,Somerst,1999
290000,2531,12257,8,Gd,Y,Ex,Y,NoRidge,1995
127500,864,9100,6,TA,Y,Ex,Y,NAmes,1959
100000,1301,6911,5,Fa,Y,TA,Y,BrkSide,1924
215200,1547,8640,7,Gd,Y,Ex,Y,Somerst,2009
337000,2365,9430,8,Gd,Y,Ex,Y,NoRidge,1999
270000,1494,9549,8,Ex,Y,Ex,Y,Veenker,1995
264132,1506,14587,9,Ex,Y,Ex,Y,Somerst,2008
196500,1714,10421,7,TA,Y,TA,Y,NWAmes,1988
160000,1750,12508,6,TA,Y,Ex,Y,Mitchel,1940
216837,1836,9100,7,Gd,Y,Ex,Y,CollgCr,2004
538000,3279,53504,8,Ex,Y,Ex,Y,StoneBr,2003
134900,858,7252,5,TA,Y,TA,Y,Sawyer,1982
102000,1220,8877,4,TA,Y,TA,Y,Edwards,1951
107000,1117,7819,6,TA,Y,TA,Y,Edwards,1976
114500,912,10150,5,TA,Y,Ex,Y,NAmes,1958
395000,1973,14226,8,Gd,Y,Gd,Y,NridgHt,2006
162000,1204,4500,6,TA,Y,Ex,Y,Mitchel,1998
221500,1614,11210,7,Gd,Y,Ex,Y,CollgCr,2005
142500,894,13350,5,TA,Y,TA,Y,Sawyer,1974
144000,2020,8400,5,TA,Y,TA,Y,SawyerW,1977
135000,1004,10530,6,TA,Y,TA,Y,Mitchel,1977
176000,1253,7875,7,TA,Y,Gd,Y,Gilbert,1995
175900,1603,7153,6,Gd,Y,Ex,Y,SawyerW,1992
187100,1430,16285,7,Gd,Y,Ex,Y,CollgCr,2001
165500,1110,9101,5,Gd,Y,Ex,Y,Mitchel,1978
128000,1484,6300,6,TA,Y,Ex,Y,OldTown,1914
161500,1342,9790,6,TA,Y,TA,Y,NWAmes,1967
139000,1652,10800,5,TA,Y,TA,Y,OldTown,1915
233000,2084,10142,7,Gd,Y,Ex,Y,SawyerW,2004
107900,901,6000,4,TA,Y,Ex,Y,OldTown,1954
187500,2087,12205,6,Gd,Y,Gd,Y,ClearCr,1966
160200,1145,3182,7,Gd,Y,Ex,Y,Blmngtn,2005
146800,1062,11333,6,TA,Y,TA,Y,Mitchel,1976
269790,2013,9920,7,TA,Y,Ex,Y,NoRidge,1996
225000,1496,9158,8,Gd,Y,Ex,Y,Somerst,2007
194500,1895,10832,7,Gd,Y,Ex,Y,Gilbert,1994
171000,1564,8400,6,TA,Y,TA,Y,SawyerW,1980
143500,1285,8197,6,TA,Y,Ex,Y,Sawyer,1977
110000,773,7677,5,TA,Y,Gd,Y,NAmes,1953
485000,3140,13518,9,Ex,Y,Ex,Y,NridgHt,2008
175000,1768,7200,5,Gd,Y,Ex,Y,SWISU,1937
200000,1688,12798,6,Gd,Y,Gd,Y,ClearCr,1997
109900,1196,4800,4,TA,Y,Ex,Y,IDOTRR,1916
189000,1456,8199,7,Gd,Y,Ex,Y,CollgCr,2005
582933,2822,13891,9,Ex,Y,Ex,Y,NridgHt,2008
118000,1128,9000,5,TA,Y,TA,Y,NAmes,1954
227680,1428,12274,7,Ex,Y,Ex,Y,Somerst,2008
135500,980,9750,5,TA,Y,Gd,Y,NAmes,1967
223500,1576,21384,5,Gd,Y,Ex,Y,BrkSide,1923
159950,1086,13400,5,TA,Y,TA,Y,NAmes,1966
106000,2138,8100,5,TA,N,TA,N,OldTown,1898
181000,1309,10140,6,Gd,Y,Fa,Y,NWAmes,1974
144500,848,4438,6,Gd,Y,Ex,Y,CollgCr,2004
55993,1044,8712,5,Fa,N,TA,N,IDOTRR,1952
157900,1442,9750,6,TA,Y,Gd,Y,NAmes,1958
116000,1250,8248,5,Fa,Y,Gd,P,Edwards,1918
224900,1661,12137,7,Gd,Y,Ex,Y,CollgCr,1998
137000,1008,11425,5,TA,Y,Gd,Y,NAmes,1954
271000,1689,13265,8,Gd,Y,Ex,Y,Mitchel,2002
155000,1052,8816,6,TA,Y,Gd,Y,ClearCr,1971
224000,1358,6371,7,Gd,Y,Ex,Y,NridgHt,2009
183000,1640,7226,7,Gd,Y,Ex,Y,CollgCr,2003
93000,936,6000,4,TA,N,TA,Y,OldTown,1953
225000,1733,12394,7,Gd,Y,Ex,Y,Gilbert,2003
139500,1489,9900,6,TA,Y,TA,Y,SWISU,1940
232600,1489,11216,8,Gd,Y,Ex,Y,Somerst,2006
385000,2084,14803,10,Ex,Y,Ex,Y,NridgHt,2007
109500,784,6130,5,Gd,Y,Gd,Y,BrkSide,1924
189000,1434,8529,7,Gd,Y,Ex,Y,SawyerW,2001
185000,2126,28698,5,TA,Y,TA,Y,ClearCr,1967
147400,1223,2544,7,Gd,Y,Ex,Y,Somerst,2005
166000,1392,11900,6,TA,Y,TA,Y,NAmes,1957
151000,1200,3180,7,Gd,Y,Ex,Y,Somerst,2005
237000,1829,9548,7,Gd,Y,Ex,Y,CollgCr,2003
167000,1516,10004,6,TA,Y,TA,Y,NAmes,1964
139950,1144,7875,5,TA,Y,Gd,Y,NAmes,1961
128000,1067,9600,4,Gd,Y,TA,Y,Sawyer,1950
153500,1559,8100,5,TA,Y,Gd,Y,OldTown,1948
100000,987,1680,6,TA,Y,TA,Y,BrDale,1973
144000,1099,9525,5,Gd,Y,Ex,Y,CollgCr,1995
130500,1200,11767,5,TA,Y,Ex,Y,Edwards,1946
140000,1482,12155,6,Fa,N,TA,P,SWISU,1925
157500,1539,10440,5,Gd,Y,Gd,P,OldTown,1904
174900,1165,9020,6,TA,Y,TA,Y,NAmes,1966
141000,1800,8000,5,TA,N,Ex,Y,NAmes,1961
153900,1416,12665,5,TA,Y,Gd,Y,OldTown,1915
171000,1701,16647,5,TA,Y,TA,Y,Sawyer,1975
213000,1775,9317,7,Gd,Y,Ex,Y,SawyerW,1993
133500,864,15523,5,TA,Y,Ex,Y,CollgCr,1972
240000,2358,45600,6,TA,Y,TA,Y,ClearCr,1908
187000,1855,9600,6,TA,Y,Ex,Y,Veenker,1976
131500,848,4435,6,Gd,Y,Ex,Y,CollgCr,2003
215000,1456,3196,8,Gd,Y,Ex,Y,Blmngtn,2003
164000,1646,7128,7,TA,Y,Gd,Y,Crawfor,1941
158000,1445,12095,6,TA,Y,TA,Y,NAmes,1964
